,Text_ID,Word_ID,Word,Fixation_Duration,Default_Polarity,Sarcasm
15,25,16,would,137.28571428571428,-1.0,Yes
16,25,17,be,343.14285714285717,-1.0,Yes
17,25,18,unnoticeable.,220.28571428571428,-1.0,Yes
0,26,1,Aspect--Obituaries,504.8333333333333,-1.0,Yes
1,26,2,I,57.333333333333336,-1.0,Yes
2,26,3,have,402.1666666666667,-1.0,Yes
3,26,4,never,483.5,-1.0,Yes
4,26,5,killed,410.5,-1.0,Yes
5,26,6,a,21.833333333333332,-1.0,Yes
6,26,7,"man,",190.0,-1.0,Yes
7,26,8,but,203.16666666666666,-1.0,Yes
8,26,9,I,47.333333333333336,-1.0,Yes
9,26,10,have,298.6666666666667,-1.0,Yes
10,26,11,read,439.8333333333333,-1.0,Yes
11,26,12,many,333.0,-1.0,Yes
12,26,13,obituaries,688.1666666666666,-1.0,Yes
13,26,14,with,295.3333333333333,-1.0,Yes
14,26,15,great,805.3333333333334,-1.0,Yes
15,26,16,pleasure.,282.8333333333333,-1.0,Yes
0,27,1,Aspect--You,238.71428571428572,-1.0,Yes
1,27,2,You,145.71428571428572,-1.0,Yes
2,27,3,have,493.42857142857144,-1.0,Yes
3,27,4,delighted,572.2857142857143,-1.0,Yes
4,27,5,us,270.57142857142856,-1.0,Yes
5,27,6,long,537.1428571428571,-1.0,Yes
6,27,7,enough.,419.57142857142856,-1.0,Yes
0,28,1,Aspect--Person,542.5714285714286,1.0,Yes
1,28,2,A,0.0,1.0,Yes
2,28,3,modest,766.5714285714286,1.0,Yes
3,28,4,little,403.57142857142856,1.0,Yes
4,28,5,"person,",340.0,1.0,Yes
5,28,6,with,304.42857142857144,1.0,Yes
6,28,7,much,575.4285714285714,1.0,Yes
7,28,8,to,245.42857142857142,1.0,Yes
8,28,9,be,305.14285714285717,1.0,Yes
9,28,10,modest,541.8571428571429,1.0,Yes
10,28,11,about.,495.57142857142856,1.0,Yes
0,29,1,Aspect--His,239.28571428571428,-1.0,Yes
1,29,2,He,164.14285714285714,-1.0,Yes
2,29,3,has,83.28571428571429,-1.0,Yes
3,29,4,never,607.0,-1.0,Yes
4,29,5,been,259.57142857142856,-1.0,Yes
5,29,6,known,405.57142857142856,-1.0,Yes
6,29,7,to,402.14285714285717,-1.0,Yes
7,29,8,use,224.71428571428572,-1.0,Yes
8,29,9,a,287.14285714285717,-1.0,Yes
9,29,10,word,112.14285714285714,-1.0,Yes
10,29,11,that,208.0,-1.0,Yes
11,29,12,might,190.42857142857142,-1.0,Yes
12,29,13,send,257.42857142857144,-1.0,Yes
13,29,14,a,434.57142857142856,-1.0,Yes
14,29,15,reader,79.14285714285714,-1.0,Yes
15,29,16,to,494.42857142857144,-1.0,Yes
16,29,17,the,198.14285714285714,-1.0,Yes
17,29,18,dictionary.,91.14285714285714,-1.0,Yes
0,30,1,Aspect--His,300.42857142857144,-1.0,Yes
1,30,2,He,456.85714285714283,-1.0,Yes
2,30,3,loves,98.28571428571429,-1.0,Yes
3,30,4,nature,562.2857142857143,-1.0,Yes
4,30,5,in,408.42857142857144,-1.0,Yes
5,30,6,spite,66.28571428571429,-1.0,Yes
6,30,7,of,338.85714285714283,-1.0,Yes
7,30,8,what,207.71428571428572,-1.0,Yes
8,30,9,it,307.14285714285717,-1.0,Yes
9,30,10,did,457.2857142857143,-1.0,Yes
10,30,11,to,457.85714285714283,-1.0,Yes
11,30,12,him.,255.85714285714286,-1.0,Yes
0,31,1,Aspect--Delivery,525.1428571428571,-1.0,Yes
1,31,2,The,287.14285714285717,-1.0,Yes
2,31,3,old,134.85714285714286,-1.0,Yes
3,31,4,system,477.2857142857143,-1.0,Yes
4,31,5,of,500.42857142857144,-1.0,Yes
5,31,6,having,59.857142857142854,-1.0,Yes
6,31,7,a,504.14285714285717,-1.0,Yes
7,31,8,baby,14.142857142857142,-1.0,Yes
8,31,9,was,291.42857142857144,-1.0,Yes
9,31,10,much,233.14285714285714,-1.0,Yes
10,31,11,better,224.14285714285714,-1.0,Yes
11,31,12,than,102.71428571428571,-1.0,Yes
12,31,13,the,158.14285714285714,-1.0,Yes
13,31,14,new,115.14285714285714,-1.0,Yes
14,31,15,"system,",155.71428571428572,-1.0,Yes
15,31,16,the,158.85714285714286,-1.0,Yes
16,31,17,old,44.285714285714285,-1.0,Yes
17,31,18,system,163.57142857142858,-1.0,Yes
18,31,19,being,137.0,-1.0,Yes
19,31,20,characterized,216.57142857142858,-1.0,Yes
20,31,21,by,329.0,-1.0,Yes
21,31,22,the,128.28571428571428,-1.0,Yes
22,31,23,fact,146.28571428571428,-1.0,Yes
23,31,24,that,158.71428571428572,-1.0,Yes
24,31,25,the,157.85714285714286,-1.0,Yes
25,31,26,man,143.57142857142858,-1.0,Yes
26,31,27,didn't,200.28571428571428,-1.0,Yes
27,31,28,have,216.71428571428572,-1.0,Yes
28,31,29,to,351.0,-1.0,Yes
29,31,30,watch.,108.57142857142857,-1.0,Yes
0,32,1,Aspect--Love,261.7142857142857,-1.0,Yes
1,32,2,Love:,459.57142857142856,-1.0,Yes
2,32,3,a,213.71428571428572,-1.0,Yes
3,32,4,temporary,913.8571428571429,-1.0,Yes
4,32,5,"insanity,",900.5714285714286,-1.0,Yes
5,32,6,curable,1068.4285714285713,-1.0,Yes
6,32,7,by,181.71428571428572,-1.0,Yes
7,32,8,marriage.,803.0,-1.0,Yes
0,33,1,Aspect--Man,250.0,-1.0,Yes
1,33,2,Man,384.85714285714283,-1.0,Yes
2,33,3,is,231.0,-1.0,Yes
3,33,4,the,222.42857142857142,-1.0,Yes
4,33,5,only,416.85714285714283,-1.0,Yes
5,33,6,animal,293.0,-1.0,Yes
6,33,7,that,197.42857142857142,-1.0,Yes
7,33,8,can,86.71428571428571,-1.0,Yes
8,33,9,remain,409.85714285714283,-1.0,Yes
9,33,10,on,145.28571428571428,-1.0,Yes
10,33,11,friendly,333.42857142857144,-1.0,Yes
11,33,12,terms,183.14285714285714,-1.0,Yes
12,33,13,with,160.85714285714286,-1.0,Yes
13,33,14,the,131.28571428571428,-1.0,Yes
14,33,15,victems,120.57142857142857,-1.0,Yes
15,33,16,he,167.28571428571428,-1.0,Yes
16,33,17,intends,320.42857142857144,-1.0,Yes
17,33,18,to,143.71428571428572,-1.0,Yes
18,33,19,eat,115.28571428571429,-1.0,Yes
19,33,20,until,350.14285714285717,-1.0,Yes
20,33,21,he,313.14285714285717,-1.0,Yes
21,33,22,eats,318.7142857142857,-1.0,Yes
22,33,23,them.,142.57142857142858,-1.0,Yes
0,34,1,Aspect--You,265.7142857142857,-1.0,Yes
1,34,2,Every,322.7142857142857,-1.0,Yes
2,34,3,time,496.7142857142857,-1.0,Yes
3,34,4,I,93.0,-1.0,Yes
4,34,5,look,244.85714285714286,-1.0,Yes
5,34,6,at,143.57142857142858,-1.0,Yes
6,34,7,you,285.0,-1.0,Yes
7,34,8,I,58.285714285714285,-1.0,Yes
8,34,9,get,312.42857142857144,-1.0,Yes
9,34,10,a,119.42857142857143,-1.0,Yes
10,34,11,fierce,366.14285714285717,-1.0,Yes
11,34,12,desire,632.2857142857143,-1.0,Yes
12,34,13,to,210.85714285714286,-1.0,Yes
13,34,14,be,343.0,-1.0,Yes
14,34,15,lonesome.,958.7142857142857,-1.0,Yes
0,35,1,Aspect--Cat,306.57142857142856,-1.0,Yes
1,35,2,The,123.14285714285714,-1.0,Yes
2,35,3,trouble,598.4285714285714,-1.0,Yes
3,35,4,with,195.57142857142858,-1.0,Yes
4,35,5,a,137.57142857142858,-1.0,Yes
5,35,6,kitten,160.85714285714286,-1.0,Yes
6,35,7,is,92.57142857142857,-1.0,Yes
7,35,8,that,259.57142857142856,-1.0,Yes
8,35,9,it,60.142857142857146,-1.0,Yes
9,35,10,eventually,366.42857142857144,-1.0,Yes
10,35,11,beomes,553.8571428571429,-1.0,Yes
11,35,12,a,117.0,-1.0,Yes
12,35,13,cat.,38.142857142857146,-1.0,Yes
0,36,1,Aspect--You,127.0,-1.0,Yes
1,36,2,I,0.0,-1.0,Yes
2,36,3,wish,344.57142857142856,-1.0,Yes
3,36,4,we,154.28571428571428,-1.0,Yes
4,36,5,were,534.1428571428571,-1.0,Yes
5,36,6,better,482.57142857142856,-1.0,Yes
6,36,7,strangers.,271.85714285714283,-1.0,Yes
0,37,1,Aspect--You,168.14285714285714,-1.0,Yes
1,37,2,I'll,136.28571428571428,-1.0,Yes
2,37,3,always,770.4285714285714,-1.0,Yes
3,37,4,cherish,327.57142857142856,-1.0,Yes
4,37,5,the,324.14285714285717,-1.0,Yes
5,37,6,original,414.2857142857143,-1.0,Yes
6,37,7,misconception,765.1428571428571,-1.0,Yes
7,37,8,I,47.57142857142857,-1.0,Yes
8,37,9,had,393.42857142857144,-1.0,Yes
9,37,10,of,133.28571428571428,-1.0,Yes
10,37,11,you.,70.57142857142857,-1.0,Yes
0,38,1,Aspect--Wife,143.42857142857142,-1.0,Yes
1,38,2,I,0.0,-1.0,Yes
2,38,3,tended,998.1428571428571,-1.0,Yes
3,38,4,to,324.14285714285717,-1.0,Yes
4,38,5,place,815.4285714285714,-1.0,Yes
5,38,6,my,523.2857142857143,-1.0,Yes
6,38,7,wife,336.42857142857144,-1.0,Yes
7,38,8,under,832.2857142857143,-1.0,Yes
8,38,9,a,188.0,-1.0,Yes
9,38,10,pedestal.,761.4285714285714,-1.0,Yes
0,39,1,Aspect--Result,369.57142857142856,-1.0,Yes
1,39,2,We,142.42857142857142,-1.0,Yes
2,39,3,didn't,176.85714285714286,-1.0,Yes
3,39,4,lose,30.714285714285715,-1.0,Yes
4,39,5,the,16.285714285714285,-1.0,Yes
5,39,6,game;,934.7142857142857,-1.0,Yes
6,39,7,we,450.2857142857143,-1.0,Yes
7,39,8,just,280.0,-1.0,Yes
8,39,9,ran,176.42857142857142,-1.0,Yes
9,39,10,out,163.71428571428572,-1.0,Yes
10,39,11,of,257.2857142857143,-1.0,Yes
11,39,12,time.,372.0,-1.0,Yes
0,40,1,Aspect--Lord,197.28571428571428,-1.0,Yes
1,40,2,When,330.42857142857144,-1.0,Yes
2,40,3,I,103.14285714285714,-1.0,Yes
3,40,4,was,261.57142857142856,-1.0,Yes
4,40,5,a,170.0,-1.0,Yes
5,40,6,kid,26.0,-1.0,Yes
6,40,7,I,127.28571428571429,-1.0,Yes
7,40,8,used,292.14285714285717,-1.0,Yes
8,40,9,to,105.57142857142857,-1.0,Yes
9,40,10,pray,154.14285714285714,-1.0,Yes
10,40,11,every,292.7142857142857,-1.0,Yes
11,40,12,night,263.42857142857144,-1.0,Yes
12,40,13,for,0.0,-1.0,Yes
13,40,14,a,132.57142857142858,-1.0,Yes
14,40,15,new,198.85714285714286,-1.0,Yes
